"no","sun","ins","kal"
,"pribados","saya, sendiri(pribadi)",
,"prinsip-prinsip","prinsip-prinsip",
,"produksina","produksinya",
,"prok","bertemu(ketemu)",
,"prosedur","prosedur",
,"pruk","menikah",
,"prung","memulai tontonan(musik), putus/cerai",
,"puade","pelaminan",
,"puak","kentut",
,"pucat","copot, lepas",
,"pudun","menurun",
,"pugag","menemui jalan buntu(usaha)",
,"puguh","tentu",
,"pugur","meranggas",
,"puhit","kepercayaan",
,"puhu","bagian pohon yang dekat akar",
,"puih","putar, pusing",
,"pujuh","disediakan segala kesenangannya/keinginannya",
,"pukah","pisah, lepas",
,"puket","bergumul",
,"pulang","pulang, membalas kebaikan",
,"pulasara","memelihara, mengurus",
,"pulen","tidak lembek/keras (beras/nasi)",
,"pules","pulas",
,"pulia","tidak kuat/tahan, kalah",
,"pulisi","polisi",
,"pulitik","politik",
,"pulo","pulau",
,"puluk","terbang tinggi, terpetik hasilnya",
,"pulung","memungut sesuatu yang sudah dibuang/jatuh",
,"pulut","memungut, menarik",
,"punah","lunas",
,"punduk","tengkuk, kuduk",
,"pundung","marah, tak mau bicara/datang lagi karena keinginan",
,"pundut","meminta, menawar",
,"punggel","dipotong bagian atasnya",
,"punggu","didudukkan diatas bahu",
,"pungkas","ditutup, diakhiri",
,"punglak","tanggal gigi",
,"pungpang","menolak, tidak menurut",
,"pungutan","pungutan",
,"punjung","memuja agar lekas kaya",
,"puntang","pegangan pada suatu agar tidak jatuh",
,"punten","permisi",
,"puntir","putar",
,"pupu","memetik semua buah/bunga yang ada",
,"pupug","menghabiskan/mengeluarkan semuanya",
,"pupuhuna","pemimpinnya",
,"pupulih","memberi tahu",
,"pupulur","jamuan/upah",
,"pupur","bedak",
,"pupus","mati, meninggal dunia",
,"puput","lepas, putus",
,"purag","jatuh",
,"puraga","pekerjaan, tugas",
,"purah","yang biasa disuruh",
,"purak","membuka bungkusan makanan, membelah buah",
,"purat-perot","terburu-buru, tergesa-gesa",
,"puray","hancur (tanah)",
,"purek","dekat, pendek",
,"purengked","mengkerut",
,"puringis","meringis",
,"puringkak","merinding, bediri bulu roma",
,"purunyus","nakal terhadap perempuan/yang lebih tua",
,"purutul","gundul/tak berbulu (daun)",
,"puseur","pusat, pusar",
,"pusing","kesal, bingung",
,"puter","putar",
,"putra","anak",
,"putu","cucu",
,"puuk","dirundung",
,"puyar","buyar",
,"puyeng","sakit kepala",
,"raang","menyala lampu di malam hari",
,"raas","berjalan menyeberangi sungai yang dangkal",
,"raat","reda, berhenti hujan",
,"rabeng","berterbangan",
,"rabi",,
,"rabok","berbulu panjang dan lebat",
,"rabul",,
,"rabut",,
,"raca","penuh goresan/cakaran",
,"racleng","lepas beterbangan ke mana-mana",
,"racok",,
,"rada","agak",
,"radig",,
,"raeh",,
,"ragaji",,
,"ragap",,
,"ragas",,
,"rageg",,
,"ragem","sepakat",
,"ragrag",,
,"ragum",,
,"rahab","bahan bangunan",
,"raharja",,
,"rahayat","rakyat",
,"rahayu","selamat",
,"raheut","cedera kecil tergores benda tajam",
,"rahong","dusta, bual",
,"rahrah",,
,"rahuh","keluh-kesah",
,"rai","adik",
,"rajabrana",,
,"rajag",,
,"rajang",,
,"rajek",,
,"rajet","sobek (di sana-sini)",
,"rajeun",,
,"rajleng","lepas berloncatan ke mana-mana",
,"rajol","berdatangan",
,"raka","kakak",
,"raket","menempel, dekat",
,"rakrak","dibongkar",
,"raksa",,
,"raksuk",,
,"raksukan","pakaian",
,"rama","bapak, ayah",
,"ramana","ayahnya",
,"ramat","jaring (laba-laba)",
,"rambang","apung, mengapung",
,"rambat","rambat, merambat",
,"rambay","berjuntai",
,"rambisak","pipi basah karena airmata",
,"rambutan","berambut",
,"rames","remas",
,"ramo","jari tangan/kaki",
,"rampak","bareng, bersama-sama",
,"rampal","putus/buntung",
,"rampayak","menari",
,"rampeol","terhuyung-huyung",
,"rampid","dibawa sekaligus dengan yang lain",
,"rampog","rampok",
,"rampohpoy","lemah lunglay",
,"rampung","selesai, rampung",
,"rampus","rakus",
,"ranca","rawa, paya-paya",
,"rancabang",,
,"rancage","cakap",
,"rancana","godaan",
,"rancang","rangka, rencana",
,"rancingeus","gesit, tangkas, sigap",
,"rancucut","basah kuyup",
,"randa","janda",
,"randeg","berhenti sebentar(sedang jalan)",
,"ranggeteng",,
,"ranggeuy","lebat (buah/bunga)",
,"rangkebong",,
,"rangkep",,
,"rangket",,
,"rangkul","rangkul",
,"rangsad",,
,"rangsang","rangsang",
,"rangsod",,
,"rangu","renyah",
,"ranjah",,
,"ranjing",,
,"ranjug",,
,"ranteng","tegang",
,"rantuy",,
,"ranyed","kejut",
,"ranyud",,
,"raos","rasa, enak",
,"rap",,
,"rapang",,
,"rapat",,
,"rapet","rapat",
,"rapih","rapi, tidak acak-acakan",
,"rapon",,
,"rara",,
,"rarab",,
,"rarad",,
,"rarangken","sisipan",
,"raratan","kabar-berita",
,"rarawat",,
,"rarawis",,
,"raray","wajah, muka",
,"rarieut","pusing-pusing",
,"rarong",,
,"rarud",,
,"ras","ketika, saat",
,"rasanan",,
,"rasiah","rahasia",
,"rasrasan","perasaan",
,"rasula",,
,"ratug","berdegup (jantung)",
,"raut","raut, meraut (kayu, pensil)",
,"rawah-riwih","menangis dengan sangat menyedihkan",
,"rawek",,
,"raweuy",,
,"rawing","cabang pohon tak berdaun",
,"rawu","raup, meraup",
,"ray",,
,"rayungan","suka gonti-ganti pekerjaan",
,"rea","banyak",
,"reang","terdengar suara banyak orang/binatang",
,"rebah","roboh",
,"rebek","tidak rata pinggirnya (barang), tidak halus (suara)",
,"rebing","lebar daun telinganya",
,"rebo","membawa banyak barang",
,"rebun-rebun","pagi-pagi sekali",
,"rebut","rebut, merebut",
,"recah","membagi-bagi daging hewan/ikan besar",
,"recet","kicau, berkicau",
,"recok","terdengar banyak orang bicara bareng",
,"reg","berhenti",
,"regang","ranting",
,"rege","bergerigi",
,"reged","kotor",
,"regeh","sulit bernafas/menangis sedih sekali",
,"regeng",,
,"regenyeng",,
,"regep","berusaha memahami",
,"regot","teguk(minum)",
,"reh",,
,"rehe",,
,"reheng",,
,"rehna","bahwa",
,"rejeng",,
,"rejet","dirusak,  disobek-sobek",
,"rekah",,
,"rekep","tertutup rapat",
,"reket","suara pintu engselnya karatan",
,"reketek","mengikat erat-erat",
,"reksak","rusak",
,"rema","jari",
,"rembet","sulit dilalui karena terhalang akar-akaran",
,"remeh","remah",
,"remek","tidak jelas (kaca yang kotor)",
,"remen",,
,"remeng","samar-samar, remang-remang",
,"rempag","roboh, setuju, mufakat",
,"rempak","melanggar peraturan",
,"rempan","waswas, khawatir",
,"rempeg","lengkap, komplit",
,"rempeyek",,
,"rempod atau rempad-rempod",,
,"rempug","setuju, sepakat",
,"remuk","hancur lebur",
,"rencana","rencana",
,"rencanana","rencananya",
,"rencang","teman",
,"renceng","dipestakan",
,"rencep","diam-diam",
,"rendang","banyak berkeliaran (binatang ternak)",
,"rendeng","musim hujan",
,"rendeng","musim hujan",
,"rendon","menyatukan tiga dua barang",
,"rendos","lumat, melumatkan (bumbu)",
,"rengat","retak",
,"renggenek",,
,"renghap","hirup, menghirup (nafas)",
,"renghek",,
,"renghik",,
,"rengkak","tingkah, laku",
,"rengkas",,
,"rengkenek",,
,"rengkeng","agak kaku",
,"rengkuh",,
,"rengrengan","deretan, sekumpulan",
,"rengrot",,
,"rengse","selesai",
,"renjag","kaget, terkejut, terperanjat",
,"rentag",,
,"rentang-rentang","agak-agak kelihatan (dari jauh)",
,"rentet",,
,"rentog",,
,"rentul","tampak banyak muncul dari tanah (batu nisan kuburan)",
,"renung",,
,"renyek",,
,"renyom",,
,"reong",,
,"repeh","diam, tidak berbicara sepatah kata pun",
,"repeh","diam",
,"repot","repot, sibuk",
,"rerab","mengenakan nyala api tapi tidak sampai terbakar",
,"rereb","bermalam ketika sedang dalam perjalanan",
,"reregan","tirai dari kain, gorden",
,"rerehan","famili, kerabat",
,"reremo",,
,"rerempo","tak bertenaga untuk bekerja (jompo)",
,"rerencepan","sembuhyi-sembunyi",
,"rerep","agak berkurang panasnya (orang sakit)",
,"reres","selesai",
,"reret","melirik",
,"rero","bicara tak jelas/normal",
,"resag",,
,"resep","suka, senang, tertarik",
,"resik","bersih, resik",
,"restan","sisa",
,"ret","melirik",
,"retep","gatal-gataldan agak panas di bagian tubuh",
,"retop atau tuptop",,
,"reuah","ramai, meramaikan",
,"reuay",,
,"reueuk","mendung",
,"reueus","puas, bangga",
,"reugeu","berhenti membaca/berkata secara mendadak karena lupa",
,"reugeujeung","beres, benar, sehat kuat",
,"reugreug","kokoh kuat, besar hati, tidak waswas",
,"reuhak","dahak",
,"reuhreuy",,
,"reujeung",,
,"reuma","bekas ladang",
,"reumbay",,
,"reumbeuy",,
,"reumis",,
,"reunceum","memakai perhiasan yang penuh permata",
,"reuneuh","hamil, bunting",
,"reungeu","mendengar",
,"reunggeuy","sakit lama tapi tidak parah",
,"reungit","nyamuk",
,"reuntas",,
,"reunteut",,
,"reup","menutup mata",
,"reureuh","istirahat, ngaso",
,"reuteum",,
,"reuwas","kejut, terkejut",
,"reweg",,
,"rewig","membiarkan rambut panjang tampak kusut",
,"rewog","gembul, banyak makan dan cepat",
,"rewong","ganggu, mengganggu",
,"rey",,
,"reyang","dipapah beberapa orang",
,"reyang-reying",,
,"reyem-reyem",,
,"riab",,
,"riak",,
,"ria-ria",,
,"riba",,
,"ribeg",,
,"riceuw",,
,"ridu","repot karena banyak yang dibawa, kagok",
,"riduh","tanah gembur",
,"rieus",,
,"rieut","sakit kepala, pusing",
,"rigil",,
,"rikat","cekatan, tangkas",
,"rikes","ringsek",
,"rikip","teguh memegang rahasia",
,"riksa","mengawasi serta menjaga",
,"rimbag","mirip",
,"rimbit","berkeluarga, punya istri/suami",
,"rimbun","menimbun dengan tanah/menyelimuti dengan kain",
,"rincik","hujan rintik-rintik",
,"rincug","berjalan tertatih-tatih karena sakit telapak kaki",
,"rindat","mengangkat alis, memberi isyarat/marah",
,"rineh","tenang, santai",
,"ringkang","langkah",
,"ringkeb","mengurung, menutup semua lubang",
,"ringkes","singkat, ringkas",
,"ringkid","dibawa semua tidak disisakan",
,"ringrang","khawatir, tidak tenang hati",
,"rintih","hati-hati, tertib, tidak terburu-buru",
,"rintit","keriting, kribo",
,"rinyuh","rayap",
,"ripih","sibuk, parah",
,"ririh","meminta setengah mendesak  dengan kata yang halus",
,"ririwit","sakit-sakitan",
,"risi",,
,"riuk",,
,"riung","kumpul, berkumpul",
,"riut",,
,"riwan",,
,"riweuh","sibuk",
,"riyeg","getar, bergetar (sesaat karena gempa, goncangan luar)",
,"rob","datangnya orang banyak lalu berkerumun",
,"robah","berubah",
,"rocet","kacau banyak yang keliru, penuh coretan",
,"rocop","rasa sakit seperti ditusuk-tusuk",
,"roda","pedati, gerobak",
,"roes","menggapai-gapai",
,"rogrog","berkerumun",
,"rohaka","sangat besar(bangunan, pesta)",
,"rojok","merodok",
,"rojong","membantu",
,"rokrak","kayu/bambu kecil yang sudak tidak adagunanya",
,"rompang","rusak pada bagian tajamnya",
,"rompok","rumah",
,"roncod","tertipu sehingga kehilangan barang/uang",
,"rongga","lembah, sela-sela bukit",
,"rongheap","datang dengan lunglai",
,"ronghok","tampak banyak orang yang melihat dari pintu/jendela",
,"rongkah","besar",
,"rongkong","mengambil sesuatu yang agak jauh",
,"ronjat","naik, meningkatkan",
,"ronom",,
,"rontek",,
,"rontog","berguguran, rontok",
,"ronyok","kumpul berdekatan hingga merupakan gundukan",
,"ropea","diurus, diubah",
,"ropoh","kurang tenaga karena sudah tua",
,"roris","memeriksa barang",
,"rorod","diambil/dibereskan, dipecat",
,"rorok","memelihara/mengurus anak orang lain",
,"rorompok","rumah",
,"rorong","tidak bisa melihat karena rabun/sakit mata",
,"rorotek","memungut kayu bakar di kebun",
,"royom","menaungi sesuatu yang ada di bawahnya (pohon lebat)",
,"rua","serupa, sama",
,"ruag","membongkar(rumah, bangunan)",
,"ruang","mengubur",
,"ruat","mengadakan selamatan untuk penolak bahaya",
,"rubak","lebar",
,"rubed","pusing, susah",
,"rubuh","roboh",
,"rubung","mengerumuni",
,"rucah","suka mengumbar hawa nafsu",
,"rucat","mencopot/menguraikan bagian-bagian sesuatu",
,"rucu","mengejar serta mencoba menangkap layang-layang",
,"rudet","bingung, susah",
,"rudin","miskin, sangat sederhana pakaiannya",
,"rugel","rugi",
,"rugrug","ambruk, roboh",
,"ruhak","arang yang masih membara",
,"ruhay","membara",
,"rujad","rusak berantakan",
,"rujit","sangat kotor, menjijikan",
,"ruket","karib, kental",
,"rukmi","permata",
,"rumah","kesurupan, kemasukan roh halus",
,"rumaja","remaja",
,"rumanggieung","sempoyongan, terhuyung-huyung",
,"rumaos","merasa(rumasa)",
,"rumasa","sadar akan perbuatan sendiri",
,"rumbah","kumis",
,"rumbay","terurai(rambut panjang)",
,"rumbe-rumbe","jerambai, rambu-rambu",
,"rumegang","ragu-ragu",
,"rumeuk","buram, suram, tidak bersih(kaca)/jelas",
,"rumpak","sawah yang telah dituai(batang padinya roboh)",
,"rumpil","sulit untuk dilalui (jalan)",
,"rumpung","buntung, patah (sampai terpisah)",
,"rumpuyuk","terkulai (karena kehabisan tenaga/terkejut)",
,"runcang","bagian yang berlekuk di tengah bibir",
,"runday","turunan, trah",
,"runggunuk","tampak dari jauh seperti gundukan besar (gunung)",
,"runghal","kawin melangkahi(mendahului) kakak",
,"rungkad","tumbang(sampai tercabut akar-akarnya)",
,"rungkun","rumpun",
,"rungrum","merayu perempuan",
,"rungseb","banyak duri (ikan)",
,"rungsing","rewel, sebentar-sebentar menangis(anak kecil)",
,"rungu","mendengar",
,"runtag","runtuk, rusak, bubar",
,"runtah","sampah",
,"runtut","rukun, seia sekata",
,"runtuy","berurutan",
,"rupa-rupa","rupa-rupa",
,"rupek","sempit(rumah)",
,"rupi","rupa",
,"rupina","sepertinya",
,"ruru","menggosok badan agar bersih dari kotoran/daki",
,"rurub","kain penutup mayat",
,"ruruba","uang/barang untuk menyuap pembesar",
,"rurud","ditarik ke bawah",
,"ruruh","wadah(tempat) sampah",
,"ruruhit","mata kail/panah",
,"ruruntuk","bekas",
,"rusiah","rahasia",
,"rutinna","rutinnya",
,"ruwed","kusut, kalut,rumit",
,"ruyat","bulan awal",
,"ruyung","bagian keras dari batang enau",
,"saab","uap",
,"saat","kering, habis airnya",
,"saba","bepergian jauh",
,"sabab","karena, sebab",
,"sababaraha","beberapa",
,"sabada","sesudah, setelah",
,"sabagian","sebagian",
,"sabalikna","sebaliknya",
,"saban","setiap",
,"sabangsaning","seperti",
,"sabarae","leluasa",
,"sabaraha","berapa",
,"sabenerna","sebetulnya",
,"sabilulungan","saling tolong",
,"sabit","terlibat suatu perkara",
,"sabongbrong","seewajarnya",
,"sabot","tatkala, sewaktu",
,"sabrang","seberang",
,"sacara","secara",
,"sada","suara",
,"sadaya","semua",
,"sadayana","semuanya",
,"saderek","saudara",
,"sadia","sedia, siap",
,"sadu","meminta maaf",
,"sae","bagus",
,"saehu","ahli, guru",
,"saengang","satu suku kata",
,"saer","bergoyang tertiup angin",
,"saeran",,
,"saestuna","sesungguhnya",
,"saeur","jadi dangkal karena banyak lumpur",
,"saeutik","sedikit",
,"sagala","segala",
,"sagara","laut",
,"sagawayah","tak tentu waktunya",
,"saged","siap sedia untuk pergi",
,"sageuy","masa, tak mungkin",
,"saha","siapa",
,"sahabekna","seenaknya",
,"sahandapeun","yang lebih bawah",
,"sahara","peti besar tempat bekal",
,"saheng","suara air akan mendidih",
,"said","bakul besar",
,"sajaba","selain",
,"sajabana","lainnya",
,"sajabi","selain",
,"sajajar","sejajar",
,"sajarahna","sejarahnya",
,"sajembar-jembarna","seluas-luasnya",
,"sajongjonan","sesaat",
,"sajongjonan","sesaat",
,"sak","ragu-ragu",
,"sakabeh","seluruh",
,"sakadar","sekedar, hanya",
,"sakalian","sekalian",
,"sakalor","ayan, epilepsi",
,"sakapeung","kadang-kadang",
,"sakarat","sekarat",
,"sakedah-polah",,
,"sakedapan","sesaat",
,"saketeng","pintu gerbang kota",
,"sakeudeung","sebentar",
,"saking","sangat",
,"sakirana","sekiranya",
,"sakitan","narapidana",
,"sakola","sekolah",
,"sakolepat","sekejap mata",
,"saksrak",,
,"sakuduna","seharusnya",
,"sakulah-sakolih",,
,"sakumaha","sebagaimana",
,"sakumna","seluruh",
,"sakur","setiap, segenap",
,"sakurang-kurangna","sekurang-kurangnya",
,"sakuta","memberi biaya hidup pada orang lain",
,"salabar","memberi tahu pada orang ramai",
,"salah","keliru, salah",
,"salahna","salahnya",
,"salajengna","selanjutnya",
,"salakat-seleket",,
,"salaki","suami",
,"salaku","selaku",
,"salasa","selasa",
,"salawasna","selamanya",
,"saleuseurian","tertawa-tawa",
,"salian","selain",
,"salobong","selubung",
,"salse","santai",
,"saluhureun","yang lebih atas",
,"saluyu","sejalan",
,"sama","sama",
,"samagaha","gerhana",
,"samagreng","lengkap serta bagus",
,"samak","tikar",
,"samakbruk","segala macam campur aduk",
,"samakta","lengkap, komplit",
,"samanea","tidak biasa, istimewa",
,"samar","tidak menentu, samar",
,"samara","bumbu",
,"samarut","disamaratakan",
,"sambarang","setiap",
,"sambat","mengajak",
,"samber","menyambar",
,"sambetan","utang",
,"sambewara","gegabah, lengah",
,"sambi","pekerjaan sambilan",
,"sambil","dikerjakan disela pekerjaan lain",
,"sambleh","kerah",
,"samborong","pantas saja",
,"sambut","digarap(dibajak)sawah",
,"sambutut","mulut penuh makanan",
,"samemehna","sebelumnya",
,"samemena","leluasa bisa sesukahati",
,"sami","sama",
,"sami-sami","sama-sama",
,"samiuk","sekongkol",
,"sampak","sedang ada keti kita datang",
,"sampalan","sabana",
,"sampay","menumpang pada galah, kawat jemuran",
,"sampean","kaki",
,"sampeu","singkong",
,"sampeur","samper",
,"sampeyan","kaki",
,"samping","kain panjang",
,"samporet","kurang, tak cukup",
,"sampoyong","jalan sambil membungkuk tanda hormat",
,"sampulur","bagus bentuk tubuhnya",
,"samudaya","seluruh",
,"samuni","sembunyi-sembunyi",
,"sanajan","walaupun",
,"sanak","sanak saudara",
,"sandang","ngalami, merasakan",
,"sanding","damping",
,"sandra","sandera",
,"sanduk-sanduk","memohon maaf",
,"sanes","bukan",
,"sanes-sanesna","lain-lainnya",
,"sangangenge","matahari",
,"sangar","bawa celaka (sial)",
,"sanget","angker, seram",
,"sangeuk","tidak mau, malas kerja",
,"sangga","menerima dengan kedua tangan",
,"sanggal","belulang",
,"sanggap","menangkap barang yang dijatuhkan",
,"sanggem","sanggup",
,"sanggereng","menyeringai sambil menggeram",
,"sanggeus","setelah, sesudah",
,"sanggi",,
,"sanggul","sanggul",
,"sanggut","makan, memakan (umpan)",
,"sanghunjar","lurus, meluruskan kaki ke depan sambil duduk",
,"sangkan","agar, supaya",
,"sangkeh",,
,"sangkeredong",,
,"sangkirang",,
,"sangkoyot",,
,"sangray","sangrai, goreng tanpa minyak",
,"sangsang",,
,"sangu","nasi",
,"sangu","nasi",
,"saniskara",,
,"santek",,
,"santen","santan, air sari kelapa",
,"santok","makan, memakan langsung oleh mulut tanpa dipegang tangan",
,"saolah-olah","seolah-olah",
,"sapa",,
,"sapat",,
,"saperti","seperti",
,"sapertos","seperti",
,"sapih","pisah, memisahkan (bayi dari susuannya)",
,"sapopoe","sehari-hari",
,"saprak","sejak",
,"sapuk","setuju",
,"saput",,
,"sarah",,
,"sarakah","serakah",
,"sarande","sandar, menyandar (pada dinding, orang, dsb)",
,"sarang",,
,"sarangka","sarung golok",
,"sarantos",,
,"saraya",,
,"sarayuda",,
,"sare","tidur",
,"sare","tidur",
,"sareng","dengan",
,"sarerea","semua",
,"sarikat-sarikat","serikat-serikat",
,"sarta","serta",
,"sarua","sama",
,"sarupa","serupa",
,"sasalad",,
,"sasama","sesama",
,"sasamana","sesamanya",
,"sasangkleng",,
,"sasar",,
,"sasarap","sarapan",
,"sasari","sehari-hari",
,"sasat",,
,"sasih","bulan (kalender)",
,"sastra","sastra",
,"satakerna","sekuat-kuatnya",
,"satapak","setapak",
,"satekah polah","sekuat tenaga",
,"satengah","setengah",
,"saterusna","seterusnya",
,"satia","setia",
,"sato","binatang",
,"satru","musuh",
,"satutasna","sesudahnya",
,"saum","puasa, saum",
,"saupamana","seumpamanya",
,"saur","sahur (makan sebelum berpuasa)",
,"saurang","seorang",
,"sawah","sawah",
,"sawala","rapat, rembug, diskusi",
,"sawang","bayang, membayangkan",
,"sawareh","sebagian",
,"sawatara","beberapa",
,"sawawa","sebaya",
,"sawenang-wenang","sewenang-wenang",
,"sawur",,
,"sayaktosna",,
,"sayang",,
,"seah",,
,"seak",,
,"sebar",,
,"sebat","sebut, menyebut",
,"sebel","sebal",
,"seber",,
,"sebet",,
,"sebit",,
,"seblok","siram, menyiram (sekaligus dari suatu wadah)",
,"sebreng","keluar, mengeluarkan (ingus)",
,"sebret","ciprat",
,"sebrot","ciprat",
,"sebrut","ciprat",
,"sedek","desak, mendesak",
,"sedeng","gila",
,"sedep","sedap",
,"sedih","sedih",
,"sedok",,
,"sedot","sedot",
,"seeng","seng",
,"seep","habis, tidak tersisa",
,"seer",,
,"seger","segar",
,"seget",,
,"segor",,
,"segrek",,
,"segruk","hisap, menghisap (dengan hidung sekaligus, dalam kondisi menangis)",
,"segut","lahap (makan)",
,"seja","akan, bakal",
,"sejen","lain, lainnya",
,"sejenna","lainnya",
,"seka",,
,"sekar","bunga, menabur bunga (di makam)",
,"seke","biji",
,"sela",,
,"selang","slang, pipa air",
,"selap","sisip, menyisipkan (diantara dua benda secara berdempetan)",
,"seleh",,
,"selenting",,
,"seler",,
,"selesep",,
,"seleweg","memasukkan makanan sekaligus ke dalam mulut/tenggorokan",
,"selewer",,
,"selir",,
,"selok",,
,"selup",,
,"semah","tamu",
,"sembada",,
,"semet",,
,"semi",,
,"sempal",,
,"sempet",,
,"semplek",,
,"sempring",,
,"semu",,
,"sender",,
,"senggol",,
,"sengkek",,
,"sengker",,
,"sengor",,
,"sentak",,
,"seot",,
,"sepa","pucat",
,"sepak","sepak, menyepak",
,"sepen",,
,"sepi","sepi",
,"sepit",,
,"sepuh","tua, dituakan",
,"serab","silau (cahaya yang kuat)",
,"serah",,
,"serah",,
,"serak",,
,"serang","sawah",
,"serat","tulis, menulis, surat",
,"serebung",,
,"sered","tarik, menarik (suatu benda dengan paksa bergeser di atas tanah)",
,"sereg","tidak muat (karena terlalu besar)",
,"seren","serah, menyerahkan",
,"serengeh","seringai, menyeringai (mulut)",
,"serep","cadangan",
,"serewel",,
,"sering","sering, tidak jarang",
,"serot",,
,"sesa","sisa",
,"sesah","sulit",
,"seseg","padat berisi",
,"sesek","sesak",
,"sesep","hisap, menghisap (rokok)",
,"seubeuh","kenyang, puas (makan)",
,"seueur","banyak",
,"seuhah","pedas (sekali)",
,"seuit",,
,"seukeut","tajam",
,"seukeut","tajam",
,"seukseuk",,
,"seundeuh",,
,"seuneu","api",
,"seungeut","nyala, menyalakan (sesuatu dengan api)",
,"seunggah",,
,"seungit","harum (baunya)",
,"seupan","kukus, kukusan",
,"seureud","sengat, menyengat (serangga)",
,"seureuh","sirih (tanaman/daun)",
,"seuri","tawa, tertawa",
,"seuseuh","cuci, mencuci",
,"seuseul","marah, memarahi",
,"seuseup",,
,"seuseut","tidak licin, seakan-akan setiap benda akan menempel di permukaan tsb.",
,"seuweu",,
,"sewang","masing (-masing)",
,"sewang-sewangan","masing-masing",
,"seweng",,
,"sewuk",,
,"sia","kamu, kau (kasar)",
,"siam","shaum",
,"siang","siang",
,"siar",,
,"sibanyo","mencuci muka",
,"siet",,
,"sieuh",,
,"sieun","takut",
,"sieup","laras, melaraskan",
,"sieur",,
,"siga","seperti",
,"sigana","sepertinya",
,"sigeung",,
,"sigrong","besar, agung (rumah)",
,"sihung","gigi taring",
,"siih",,
,"siki","biji (buah)",
,"sikluk",,
,"siksik",,
,"silah",,
,"silaing","kamu, kau (kasar)",
,"silalatu",,
,"silantang",,
,"sileungleum","eram, mengerami (telur)",
,"silih","silih",
,"silir",,
,"silo",,
,"silung","tidak merdu (suara suling)",
,"sim kuring","saya",
,"simbeuh","siram, menyiram (kotoran dengan air)",
,"simbut","selimut",
,"simeut","belalang",
,"simpay","simpul (tali)",
,"simpe","sunyi, senyap",
,"simpen","simpan",
,"simsim",,
,"sina","agar, supaya",
,"sinareng","bersama",
,"sinarieun","tumben",
,"sinatria","bersifat satria",
,"sindang","datang, berkunjung",
,"sindekel",,
,"sinembah","disembah",
,"sinerat","ditulis",
,"sing","agar, supaya",
,"singer",,
,"singget",,
,"singkab",,
,"singkah",,
,"singkang",,
,"singkil",,
,"singkir",,
,"singkur",,
,"singray",,
,"singsal",,
,"singsat",,
,"singsring",,
,"sinjang","kain (yang panjang, digunakan sebagai pakaian bawah)",
,"sintreuk",,
,"sipat","sifat",
,"sipatna","sifatnya",
,"sipuh",,
,"siput",,
,"sirah","kepala",
,"siram","mandi",
,"sirang",,
,"siraru",,
,"sireum","semut",
,"sirib","jala (alat menangkap ikan)",
,"sirik","iri, dengki",
,"sirna","hilang, sirna, tidak berbekas",
,"sirorot",,
,"sirung",,
,"siruruk",,
,"sisi","pinggir",
,"sisidueun",,
,"sisig",,
,"sisikudi",,
,"sisi-sisi","sisi-sisi",
,"sisit",,
,"sisiwo",,
,"situ","danau kecil",
,"siuk",,
,"siwah",,
,"siwur",,
,"slogan","slogan",
,"sloganna","slogannya",
,"soak",,
,"soang","angsa",
,"sobat","ketika, saat",
,"soca","mata, indera penglihatan",
,"soeh","sobek",
,"soek","sobek",
,"sogok","sogok, memberi uang dengan maksud (buruk)",
,"sohor","terkenal",
,"sokong",,
,"solat","salat",
,"soledat",,
,"somah-somahan",,
,"someah","ramah",
,"sompral",,
,"sonagar",,
,"songkol",,
,"songong",,
,"sono","rindu, kangen",
,"sonten","sore, petang",
,"sonten","sore",
,"sopak",,
,"sora atau soara","bunyi, suara",
,"sorana","suaranya",
,"sorang","jelang, menjelang, menghadapi",
,"sorangan","sendiri, tidak ditemani",
,"soreang",,
,"soren",,
,"sorendang",,
,"soro",,
,"sorodot",,
,"sorog","laci meja",
,"sorolok","menggeser (laci meja)",
,"sorong",,
,"sorosod",,
,"sosial","sosial",
,"sosoak",,
,"sosompang",,
,"soson-soson","sungguh-sungguh (berusaha)",
,"sosoranganan","sendiri-sendiri",
,"sosoroh gawe",,
,"suan",,
,"suargi",,
,"suat",,
,"suay",,
,"subadanan",,
,"subal",,
,"subaya",,
,"suda",,
,"sue",,
,"sugal",,
,"sugan","barangkali, siapa tahu",
,"sugema","puas, bangga, terpuaskan (kebutuhannya)",
,"sugih",,
,"sugri",,
,"suhud",,
,"suhun",,
,"suku","kaki",
,"sukuna","kakinya",
,"sulah",,
,"sulaya","ingkar (janji)",
,"suluh",,
,"sulumput","sembunyi, bersembunyi",
,"sulundupan","selundupan",
,"sulur",,
,"sulusup",,
,"sumanget","semangat",
,"sumangga","silakan",
,"sumawon",,
,"sumbang","sumbang",
,"sumedeng","akan bersifat",
,"sumeja","hendak",
,"sumpeg",,
,"sumpel",,
,"sumping","datang, tiba",
,"sumping","datang",
,"sumput","sembunyi, bersembunyi",
,"sumujud","bersujud",
,"sumur","sumur",
,"sundang",,
,"sundek",,
,"sundul",,
,"sundut","nyala, menyalakan (sesuatu dengan api)",
,"sungapan",,
,"sungkan",,
,"sungkeret",,
,"sungkeum",,
,"sungkun",,
,"sungsi",,
,"sungut","mulut (kasar)",
,"supados","supaya",
,"supitan","selat",
,"surti","mengerti",
,"surup","terbenam",
,"susah","sulit, susah",
,"suudon","buruk sangka",
,"suuk","kacang tanah",
,"suwaban",,
